MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20110329,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,2
20110322,CA,96.87,3.13,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,2
20110315,CA,94.20,5.80,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,2
20110308,CA,94.20,5.80,0.00,0.00,0.00,0.00,2011-03-08,2011-03-14,2
20110301,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-03-01,2011-03-07,2
20110222,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-02-22,2011-02-28,2
20110215,CA,77.34,22.66,0.00,0.00,0.00,0.00,2011-02-15,2011-02-21,2
20110208,CA,77.34,22.66,0.00,0.00,0.00,0.00,2011-02-08,2011-02-14,2
20110201,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-02-01,2011-02-07,2
20110125,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-01-25,2011-01-31,2
20110118,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-01-18,2011-01-24,2
20110111,CA,99.93,0.07,0.00,0.00,0.00,0.00,2011-01-11,2011-01-17,2
20110104,CA,98.62,1.38,0.00,0.00,0.00,0.00,2011-01-04,2011-01-10,2
20101228,CA,98.62,1.38,0.00,0.00,0.00,0.00,2010-12-28,2011-01-03,2
20101221,CA,94.86,5.14,0.00,0.00,0.00,0.00,2010-12-21,2010-12-27,2
20101214,CA,79.56,19.19,1.25,0.00,0.00,0.00,2010-12-14,2010-12-20,2
20101207,CA,78.93,18.93,2.14,0.00,0.00,0.00,2010-12-07,2010-12-13,2
20101130,CA,81.67,15.92,2.41,0.00,0.00,0.00,2010-11-30,2010-12-06,2
20101123,CA,90.14,7.45,2.41,0.00,0.00,0.00,2010-11-23,2010-11-29,2
20101116,CA,90.14,5.24,4.43,0.19,0.00,0.00,2010-11-16,2010-11-22,2
20101109,CA,90.14,5.24,4.43,0.19,0.00,0.00,2010-11-09,2010-11-15,2
20101102,CA,90.14,5.24,4.43,0.19,0.00,0.00,2010-11-02,2010-11-08,2
20101026,CA,90.14,5.24,4.43,0.19,0.00,0.00,2010-10-26,2010-11-01,2
20101019,CA,88.08,5.86,5.83,0.24,0.00,0.00,2010-10-19,2010-10-25,2
20101012,CA,88.08,5.86,5.83,0.24,0.00,0.00,2010-10-12,2010-10-18,2
20101005,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-10-05,2010-10-11,2
20100928,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-09-28,2010-10-04,2
20100921,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-09-21,2010-09-27,2
20100914,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-09-14,2010-09-20,2
20100907,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-09-07,2010-09-13,2
20100831,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-08-31,2010-09-06,2
20100824,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-08-24,2010-08-30,2
20100817,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-08-17,2010-08-23,2
20100810,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-08-10,2010-08-16,2
20100803,CA,85.44,6.48,7.84,0.24,0.00,0.00,2010-08-03,2010-08-09,2
20100727,CA,87.46,4.47,7.84,0.24,0.00,0.00,2010-07-27,2010-08-02,2
